time,n_turbo,n_engine,boost_pressure,throttle,engine_load
0.063,0.0,0.0,1.0,0.0,0.0
0.064,0.0,0.0,1.0,0.0,0.0
0.065,0.0,0.0,1.0,0.0,0.0
0.066,0.0,0.0,1.0,0.0,0.0
0.067,0.0,0.0,1.0,0.0,0.0
0.068,0.0,0.0,1.0,0.0,0.0
0.069,0.0,0.0,1.0,0.0,0.0
0.07,0.0,0.0,1.0,0.0,0.0
0.07100000000000001,0.0,0.0,1.0,0.0,0.0
0.07200000000000001,0.0,0.0,1.0,0.0,0.0
0.073,0.0,0.0,1.0,0.0,0.0
0.074,0.0,0.0,1.0,0.0,0.0
0.075,0.0,0.0,1.0,0.0,0.0
0.076,0.0,0.0,1.0,0.0,0.0
0.077,0.0,0.0,1.0,0.0,0.0
0.078,0.0,0.0,1.0,0.0,0.0
0.079,0.0,0.0,1.0,0.0,0.0
0.08,0.0,0.0,1.0,0.0,0.0
0.081,0.0,0.0,1.0,0.0,0.0
0.082,0.0,0.0,1.0,0.0,0.0
0.083,0.0,0.0,1.0,0.0,0.0
0.084,0.0,0.0,1.0,0.0,0.0
0.085,0.0,0.0,1.0,0.0,0.0
0.08600000000000001,0.0,0.0,1.0,0.0,0.0
0.08700000000000001,0.0,0.0,1.0,0.0,0.0
0.088,0.0,0.0,1.0,0.0,0.0
0.089,0.0,0.0,1.0,0.0,0.0
0.09,0.0,0.0,1.0,0.0,0.0
0.091,0.0,0.0,1.0,0.0,0.0
0.092,0.0,0.0,1.0,0.0,0.0
0.093,0.0,0.0,1.0,0.0,0.0
0.094,0.0,0.0,1.0,0.0,0.0
0.095,0.0,0.0,1.0,0.0,0.0
0.096,0.0,0.0,1.0,0.0,0.0
0.097,0.0,0.0,1.0,0.0,0.0
0.098,0.0,0.0,1.0,0.0,0.0
0.099,0.0,0.0,1.0,0.0,0.0
0.1,38.197186342054884,0.7639437268410976,1.2719038703830272,0.8,0.0
0.101,71.07610203533277,1.5132197341268463,1.4661274512338383,0.8,0.0
0.10200000000000001,99.37865768043297,2.2481096420727082,1.608527176993265,0.8,0.0
0.10300000000000001,123.74339798419632,2.9688896637860096,1.7153000068834732,0.8,0.0
0.10400000000000001,144.71987539681638,3.675830709082416,1.7969212598335176,0.8,0.0
0.105,162.78102948194046,4.369198486309131,1.8603629476300283,0.8,0.0
0.106,178.33384801221638,5.049253602213093,1.9103869098232396,0.8,0.0
0.107,191.72854769693927,5.716251659891699,1.9503223261562388,0.8,0.0
0.108,203.26647960123836,6.370443354862877,1.982546540016437,0.8,0.0
0.109,213.20693598972477,7.012074569290607,2.008790124853011,0.8,0.0
0.11,221.7730109017774,7.641386464401324,2.030335026868182,0.8,0.0
0.111,229.15664570540784,8.258615571125917,2.0481460555009634,0.8,0.0
0.112,235.52297271980777,8.863993879001397,2.0629598856750366,0.8,0.0
0.113,241.01405434433167,9.457748923365669,2.07534641199064,0.8,0.0
0.114,245.75210163949242,10.040103870878145,2.0857517665271814,0.8,0.0
0.115,249.84224467638873,10.611277603398383,2.094528959985886,0.8,0.0
0.116,253.3749169484137,11.171484800254232,2.1019600312348983,0.8,0.0
0.117,256.42790750184827,11.720936018930448,2.1082722813689982,0.8,0.0
0.11800000000000001,259.0681269991285,12.259837774208082,2.113650327710498,0.8,0.0
0.11900000000000001,261.3531275155042,12.788392615784383,2.1182451642151827,0.8,0.0
0.12,263.33241034442807,13.30679920440242,2.1221810506990777,0.8,0.0
0.121,265.04855132680774,13.81525238651899,2.1255608083781814,0.8,0.0
0.122,266.53816911854466,14.313943267538924,2.1284699322013942,0.8,0.0
0.123,267.83275827846427,14.803059283643275,2.130979815128545,0.8,0.0
0.124,268.95940601623164,15.28278427223842,2.1331502989192175,0.8,0.0
0.125,269.94140881940615,15.75329854105254,2.1350317090573125,0.8,0.0
0.126,270.7988029220235,16.21477893590543,2.1366664907767188,0.8,0.0
0.127,271.5488206336483,16.66739890717714,2.1380905338275573,0.8,0.0
0.128,272.2062828743304,17.11132857500044,2.1393342522674237,0.8,0.0
0.129,272.7839368199194,17.546734793201527,2.140423469867613,0.8,0.0
0.13,273.29274632150714,17.973781212013158,2.141380150086847,0.8,0.0
0.131,273.74214169460697,18.3926283395836,2.142223000860829,0.8,0.0
0.132,274.14023455410137,18.80343360230469,2.142967977890509,0.8,0.0
0.133,274.49400257937526,19.206351403981543,2.143628705118567,0.8,0.0
0.134,274.8094484126331,19.601533183866195,2.1442168272550175,0.8,0.0
0.135,275.0917363068653,19.98912747357706,2.1447423062538524,0.8,0.0
0.136,275.3453096351029,20.369279952925478,2.145213671337908,0.8,0.0
0.137,275.5739919381126,20.74213350467041,2.1456382303603108,0.8,0.0
0.138,275.78107381376554,21.107828268221837,2.146022248860725,0.8,0.0
0.139,275.96938762952544,21.466501692313074,2.146371102035827,0.8,0.0
0.14,276.14137176260164,21.818288586661758,2.1466894039304063,0.8,0.0
0.14100000000000001,276.2991258340404,22.163321172638955,2.1469811174186755,0.8,0.0
0.14200000000000002,276.44445819801274,22.501729132965384,2.1472496479471292,0.8,0.0
0.14300000000000002,276.57892677116064,22.833639660453542,2.147497923521688,0.8,0.0
0.14400000000000002,276.7038741351006,23.159177505813933,2.147728463020714,0.8,0.0
0.145,276.8204577146167,23.4784650245434,2.1479434345844464,0.8,0.0
0.146,276.92967572175553,23.791622222913265,2.1481447055570033,0.8,0.0
0.147,277.03238945940905,24.098766803074426,2.1483338852286966,0.8,0.0
0.148,277.129342494854,24.400014207296493,2.1485123614355457,0.8,0.0
0.149,277.2211771422241,24.6954776613575,2.148681331912898,0.8,0.0
0.15,277.30844863139475,24.985268217100533,2.1488418311655133,0.8,0.0
0.151,277.39163728786775,25.2694947941733,2.148994753503037,0.8,0.0
0.152,277.4711590027555,25.548264220966274,2.1491408727938905,0.8,0.0
0.153,277.54737423283916,25.82168127476482,2.1492808594094317,0.8,0.0
0.154,277.62059573703056,26.08984872113043,2.1494152947612877,0.8,0.0
0.155,277.6910952266328,26.352867352525823,2.1495446837762273,0.8,0.0
0.156,277.7591090819142,26.610836026198424,2.149669465603079,0.8,0.0
0.157,277.82484326611296,26.86385170133651,2.1497900228037086,0.8,0.0
0.158,277.8884775495946,27.112009475511947,2.1499066892438417,0.8,0.0
0.159,277.95016914106213,27.355402620423213,2.1500197568685655,0.8,0.0
0.16,278.010055809121,27.594122616952184,2.1501294815208802,0.8,0.0
0.161,278.06825856580383,27.828259189547804,2.1502360879390805,0.8,0.0
0.162,278.12488397360727,28.057900339949583,2.150339774049355,0.8,0.0
0.163,278.18002612894855,28.283132380263645,2.1504407146534517,0.8,0.0
0.164,278.2337683675186,28.50403996540368,2.1505390645970435,0.8,0.0
0.165,278.2861847306199,28.72070612490903,2.150634961492263,0.8,0.0
0.166,278.3373412260847,28.933212294151872,2.150728528057466,0.8,0.0
0.167,278.38729691265064,29.141638344945253,2.1508198741283273,0.8,0.0
0.168,278.43610483260943,29.3460626155634,2.1509090983867014,0.8,0.0
0.169,278.48381281405807,29.546561940185683,2.1509962898471304,0.8,0.0
0.17,278.5304641610837,29.743211677775218,2.151081529135203,0.8,0.0
0.171,278.5760982476352,29.936085740403033,2.151164889587156,0.8,0.0
0.17200000000000001,278.6207510286192,30.125256621028388,2.1512464381959373,0.8,0.0
0.17300000000000001,278.6644554798573,30.310795420745745,2.1513262364253887,0.8,0.0
0.17400000000000002,278.70724197689896,30.492771875508527,2.151404340911143,0.8,0.0
0.17500000000000002,278.74913862128574,30.671254382339857,2.151480804064212,0.8,0.0
0.176,278.7901715216478,30.846310025040026,2.15155567459096,0.8,0.0
0.177,278.8303650359774,31.018004599400356,2.15162899794126,0.8,0.0
0.178,278.86974198053343,31.186402637932964,2.1517008166949245,0.8,0.0
0.179,278.90832381005805,31.35156743412575,2.1517711708951053,0.8,0.0
0.18,278.94613077333526,31.513561066231635,2.151840098336119,0.8,0.0
0.181,278.9831820475477,31.672444420601085,2.1519076348121,0.8,0.0
0.182,279.0194958544048,31.828277214566643,2.151973814331981,0.8,0.0
0.183,279.05508956059714,31.98111801888806,2.1520386693055316,0.8,0.0
0.184,279.08997976477116,32.13102427976651,2.152102230704505,0.8,0.0
0.185,279.1241823729094,32.27805234043609,2.1521645282023814,0.8,0.0
0.186,279.15771266373815,32.42225746234081,2.1522255902957026,0.8,0.0
0.187,279.19058534555415,32.563693845904965,2.152285444409567,0.8,0.0
0.188,279.222814605667,32.70241465090469,2.152344116989496,0.8,0.0
0.189,279.2544141534851,32.838472016448414,2.152401633581566,0.8,0.0
0.19,279.28539725812965,32.971917080573704,2.1524580189024363,0.8,0.0
0.191,279.31577678133567,33.10279999946779,2.1525132969006817,0.8,0.0
0.192,279.34556520629144,33.2311699663191,2.1525674908106156,0.8,0.0
0.193,279.3747746629794,33.357075229806874,2.1526206231996583,0.8,0.0
0.194,279.4034169504986,33.48056311223568,2.152672716010119,0.8,0.0
0.195,279.43150355678347,33.601680027321855,2.1527237905961716,0.8,0.0
0.196,279.4590456760762,33.72047149763837,2.152773867756668,0.8,0.0
0.197,279.48605422445684,33.83698217172481,2.15282296776436,0.8,0.0
0.198,279.512539853696,33.95125584086879,2.152871110392015,0.8,0.0
0.199,279.53851296365593,34.06333545556521,2.1529183149358313,0.8,0.0
0.2,279.56398371343397,34.173263141659454,2.1529646002365332,0.8,0.0
0.201,279.5889620314168,34.28108021618069,2.1530099846984294,0.8,0.0
0.202,279.6134576243886,34.38682720287112,2.1530544863067194,0.8,0.0
0.203,279.6374799858176,34.490543847417094,2.1530981226432626,0.8,0.0
0.20400000000000001,279.6610384034269,34.59226913238778,2.15314091090102,0.8,0.0
0.20500000000000002,279.6841419661424,34.69204129188704,2.153182867897323,0.8,0.0
0.20600000000000002,279.70679957049543,34.7898978259239,2.1532240100861255,0.8,0.0
0.20700000000000002,279.72901992654937,34.88587551450726,2.1532643535693645,0.8,0.0
0.20800000000000002,279.75081156340843,34.98001043146982,2.15330391410753,0.8,0.0
0.209,279.7721828343587,35.0723379580267,2.153342707129544,0.8,0.0
0.21,279.79314192168596,35.162892796073685,2.1533807477420295,0.8,0.0
0.211,279.8136968412066,35.25170898123016,2.153418050738034,0.8,0.0
0.212,279.8338554465457,35.33881989563164,2.1534546306052746,0.8,0.0
0.213,279.8536254331887,35.42425828047661,2.1534905015339487,0.8,0.0
0.214,279.8730143423323,35.50805624833255,2.153525677424163,0.8,0.0
0.215,279.8920295645542,35.59024529520567,2.153560171893015,0.8,0.0
0.216,279.9106783433216,35.67085631237882,2.153593998281363,0.8,0.0
0.217,279.9289677783522,35.749919598022245,2.153627169660313,0.8,0.0
0.218,279.946904828843,35.82746486858131,2.1536596988374495,0.8,0.0
0.219,279.9644963165782,35.90352126994565,2.153691598362829,0.8,0.0
0.22,279.98174892892644,35.97811738840379,2.1537228805347626,0.8,0.0
0.221,279.99866922173635,36.05128126138754,2.1537535574053974,0.8,0.0
0.222,280.01526362213906,36.12304038800999,2.153783640786113,0.8,0.0
0.223,280.03153843126336,36.1934217394013,2.153813142252753,0.8,0.0
0.224,280.04749982687105,36.26245176884589,2.1538420731506953,0.8,0.0
0.225,280.063153865916,36.33015642172515,2.153870444599771,0.8,0.0
0.226,280.07850648703374,36.396561145269125,2.1538982674990503,0.8,0.0
0.227,280.09356351296407,36.461690898121056,2.1539255525314904,0.8,0.0
0.228,280.10833065291064,36.52557015971823,2.1539523101684668,0.8,0.0
0.229,280.1228135048421,36.58822293949273,2.153978550674179,0.8,0.0
0.23,280.1370175577359,36.649672785895575,2.15400428410995,0.8,0.0
0.231,280.1509481937688,36.70994279524748,2.1540295203384163,0.8,0.0
0.232,280.1646106904556,36.76905562041983,2.1540542690276174,0.8,0.0
0.233,280.1780102227389,36.82703347934886,2.154078539654985,0.8,0.0
0.234,280.19115186503115,36.88389816338646,2.154102341511241,0.8,0.0
0.23500000000000001,280.20404059321146,36.939671045490535,2.154125683704204,0.8,0.0
0.23600000000000002,280.2166812865782,36.994373088258214,2.1541485751625067,0.8,0.0
0.23700000000000002,280.2290787297593,37.048024851804755,2.154171024639233,0.8,0.0
0.23800000000000002,280.24123761458134,37.100646501491205,2.1541930407154695,0.8,0.0
0.23900000000000002,280.25316254189903,37.152257815503674,2.1542146318037823,0.8,0.0
0.24,280.26485802338595,37.2028781922871,2.154235806151613,0.8,0.0
0.241,280.27632848328767,37.252526657836285,2.154256571844605,0.8,0.0
0.242,280.2875782601386,37.301221872846924,2.1542769368098558,0.8,0.0
0.243,280.2986116084434,37.348982139729365,2.1542969088190973,0.8,0.0
0.244,280.3094327003236,37.39582540948766,2.154316495491811,0.8,0.0
0.245,280.32004562713075,37.44176928846659,2.154335704298277,0.8,0.0
0.246,280.3304544010266,37.48683104496913,2.154354542562557,0.8,0.0
0.247,280.3406629565314,37.53102761574682,2.154373017465414,0.8,0.0
0.248,280.35067515204076,37.57437561236558,2.154391136047172,0.8,0.0
0.249,280.3604947713121,37.61689132744925,2.1544089052105155,0.8,0.0
0.25,280.370125524921,37.65859074080333,2.1544263317232306,0.8,0.0
0.251,280.3795710516887,37.699489525421,2.15444342222089,0.8,0.0
0.252,280.3888349200808,37.73960305337401,2.15446018320948,0.8,0.0
0.253,280.3979206295784,37.778946401590325,2.1544766210679738,0.8,0.0
0.254,280.4068316120216,37.8175343575209,2.154492742050856,0.8,0.0
0.255,280.41557123292637,37.85538142469759,2.1545085522905896,0.8,0.0
0.256,280.42414279277546,37.89250182818449,2.154524057800033,0.8,0.0
0.257,280.4325495282838,37.928909519924446,2.154539264474812,0.8,0.0
0.258,280.4407946136382,37.96461818398299,2.1545541780956374,0.8,0.0
0.259,280.4488811617137,37.99964124169162,2.15456880433058,0.8,0.0
0.26,280.45681222526485,38.03399185669223,2.154583148737298,0.8,0.0
0.261,280.4645907980939,38.06768293988484,2.1545972167652145,0.8,0.0
0.262,280.47221981619634,38.10072715428015,2.154611013757659,0.8,0.0
0.263,280.479702158883,38.13313691975907,2.1546245449539585,0.8,0.0
0.264,280.48704064988107,38.16492441774079,2.1546378154914896,0.8,0.0
0.265,280.49423805841263,38.19610159576127,2.1546508304076872,0.8,0.0
0.266,280.5012971002528,38.22668017196376,2.1546635946420154,0.8,0.0
0.267,280.50822043876633,38.256671639503146,2.154676113037895,0.8,0.0
0.268,280.51501068592427,38.28608727086579,2.1546883903445933,0.8,0.0
0.269,280.5216704033009,38.31493812210626,2.154700431219081,0.8,0.0
0.27,280.5282021030505,38.34323503700292,2.154712240227839,0.8,0.0
0.271,280.5346082488657,38.370988651133565,2.154723821848645,0.8,0.0
0.272,280.54089125691644,38.3982093958729,2.1547351804723105,0.8,0.0
0.273,280.5470534967712,38.42490750231323,2.1547463204043913,0.8,0.0
0.274,280.55309729229947,38.45109300510992,2.1547572458668607,0.8,0.0
0.275,280.5590249225571,38.476775746252905,2.1547679609997474,0.8,0.0
0.276,280.56483862265446,38.501965378765945,2.1547784698627455,0.8,0.0
0.277,280.570540584607,38.52667137033473,2.154788776436787,0.8,0.0
0.278,280.5761329581698,38.550903006865404,2.154798884625586,0.8,0.0
0.279,280.58161785165555,38.57466939597469,2.154808798257152,0.8,0.0
0.28,280.58699733273664,38.597979470413065,2.1548185210852706,0.8,0.0
0.281,280.59227342923174,38.62084199142224,2.154828056790959,0.8,0.0
0.28200000000000003,280.59744812987657,38.643265552028026,2.154837408983885,0.8,0.0
0.28300000000000003,280.6025233850804,38.66525858027019,2.154846581203769,0.8,0.0
0.28400000000000003,280.60750110766696,38.686829342370096,2.1548555769217472,0.8,0.0
0.28500000000000003,280.6123831736016,38.70798594583769,2.1548643995417116,0.8,0.0
0.28600000000000003,280.6171714227039,38.7287363425187,2.1548730524016273,0.8,0.0
0.28700000000000003,280.6218676593467,38.74908833158344,2.1548815387748177,0.8,0.0
0.28800000000000003,280.626473653141,38.769049562458136,2.1548898618712276,0.8,0.0
0.289,280.63099113960806,38.788627537700044,2.1548980248386598,0.8,0.0
0.29,280.6354218208386,38.80782961581729,2.1549060307639882,0.8,0.0
0.291,280.6397673661382,38.8266630140347,2.154913882674346,0.8,0.0
0.292,280.644029412661,38.845134811006325,2.1549215835382918,0.8,0.0
0.293,280.6482095660311,38.8632519494761,2.15492913626695,0.8,0.0
0.294,280.65230940095125,38.88102123888726,2.1549365437151304,0.8,0.0
0.295,280.65633046180045,38.898449357941715,2.1549438086824275,0.8,0.0
0.296,280.66027426321915,38.91554285711033,2.154950933914293,0.8,0.0
0.297,280.66414229068397,38.93230816109491,2.154957922103094,0.8,0.0
0.298,280.6679360010706,38.948751571242994,2.154964775889141,0.8,0.0
0.299,280.67165682320575,38.96487926791622,2.154971497861708,0.8,0.0
0.3,280.67530615840917,38.98069731281332,2.1549780905600198,0.8,0.0
0.301,280.67888538102403,38.9962116512484,2.154984556474228,0.8,0.0
0.302,280.68239583893785,39.01142811438553,2.154990898046365,0.8,0.0
0.303,280.6858388540931,39.026352421430424,2.1549971176712814,0.8,0.0
0.304,280.6892157229877,39.04099018178006,2.1550032176975606,0.8,0.0
0.305,280.69252771716594,39.055346897130974,2.1550092004284185,0.8,0.0
0.306,280.69577608370014,39.069427963547156,2.155015068122587,0.8,0.0
0.307,280.69896204566254,39.083238673488154,2.155020822995175,0.8,0.0
0.308,280.70208680258827,39.09678421779827,2.1550264672185193,0.8,0.0
0.309,280.7051515309293,39.11006968765764,2.155032002923011,0.8,0.0
0.31,280.70815738449966,39.12310007649572,2.155037432197914,0.8,0.0
0.311,280.71110549491215,39.1358802818681,2.1550427570921604,0.8,0.0
0.312,280.7139969720061,39.148415107297325,2.1550479796151327,0.8,0.0
0.313,280.71683290426745,39.160709264078314,2.155053101737435,0.8,0.0
0.314,280.71961435924027,39.172767373049105,2.1550581253916405,0.8,0.0
0.315,280.7223423839307,39.184593966327654,2.1550630524730314,0.8,0.0
0.316,280.7250180052026,39.196193489015265,2.1550678848403226,0.8,0.0
0.317,280.7276422301659,39.207570300867275,2.155072624316369,0.8,0.0
0.318,280.7302160465573,39.21872867793172,2.1550772726888607,0.8,0.0
0.319,280.7327404231138,39.22967281415654,2.1550818317110068,0.8,0.0
0.32,280.7352163099384,39.240406822965824,2.1550863031022,0.8,0.0
0.321,280.7376446388598,39.25093473880598,2.1550906885486745,0.8,0.0
0.322,280.7400263237839,39.261260518662006,2.1550949897041467,0.8,0.0
0.323,280.74236226103955,39.27138804354479,2.155099208190445,0.8,0.0
0.324,280.744653329717,39.28132111994983,2.155103345598129,0.8,0.0
0.325,280.7469003919998,39.29106348128789,2.1551074034870923,0.8,0.0
0.326,280.749104293491,39.300618789288265,2.155111383387158,0.8,0.0
0.327,280.7512658635318,39.30999063537502,2.1551152867986585,0.8,0.0
0.328,280.75338591551554,39.31918254201692,2.1551191151930102,0.8,0.0
0.329,280.75546524719425,39.328197964051284,2.155122870013268,0.8,0.0
0.33,280.75750464098013,39.3370402899826,2.155126552674678,0.8,0.0
0.331,280.7595048642408,39.34571284325603,2.1551301645652132,0.8,0.0
0.332,280.7614666695894,39.35421888350662,2.155133707046101,0.8,0.0
0.333,280.7633907951681,39.362561607784386,2.155137181452341,0.8,0.0
0.334,280.7652779649271,39.37074415175602,2.1551405890932123,0.8,0.0
0.335,280.76712888889784,39.3787695908834,2.1551439312527707,0.8,0.0
0.336,280.76894426346087,39.38664094157954,2.1551472091903348,0.8,0.0
0.337,280.7707247716087,39.39436116234231,2.155150424140966,0.8,0.0
0.338,280.7724710832034,39.401933154866434,2.155153577315936,0.8,0.0
0.339,280.77418385522964,39.4093597651341,2.155156669903188,0.8,0.0
0.34,280.7758637320421,39.41664378448463,2.1551597030677843,0.8,0.0
0.341,280.77751134560907,39.423787950663616,2.155162677952352,0.8,0.0
0.342,280.7791273157504,39.43079494885197,2.155165595677514,0.8,0.0
0.343,280.78071225037155,39.437667412675104,2.155168457342315,0.8,0.0
0.34400000000000003,280.7822667456928,39.44440792519284,2.1551712640246365,0.8,0.0
0.34500000000000003,280.7837913864743,39.45101901987024,2.1551740167816082,0.8,0.0
0.34600000000000003,280.7852867462362,39.45750318152982,2.155176716650006,0.8,0.0
0.34700000000000003,280.78675338747513,39.463862847285554,2.1551793646466475,0.8,0.0
0.34800000000000003,280.78819186187656,39.470100407458766,2.1551819617687737,0.8,0.0
0.34900000000000003,280.78960271052233,39.47621820647666,2.155184508994431,0.8,0.0
0.35000000000000003,280.7909864640951,39.482218543753405,2.155187007282838,0.8,0.0
0.35100000000000003,280.7923436430781,39.48810367455444,2.1551894575747514,0.8,0.0
0.352,280.7936747579515,39.49387581084409,2.155191860792821,0.8,0.0
0.353,280.7949803093849,39.499537122116976,2.155194217841938,0.8,0.0
0.354,280.79626078842597,39.50508973621343,2.155196529609581,0.8,0.0
0.355,280.7975166766853,39.51053574011923,2.1551987969661477,0.8,0.0
0.356,280.7987484465183,39.51587718075003,2.155201020765288,0.8,0.0
0.357,280.7999565612032,39.521116065720726,2.1552032018442233,0.8,0.0
0.358,280.80114147511534,39.52625436409999,2.1552053410240677,0.8,0.0
0.359,280.80230363389865,39.53129400715037,2.1552074391101343,0.8,0.0
0.36,280.8034434746335,39.53623688905419,2.155209496892242,0.8,0.0
0.361,280.80456142600144,39.541084867625436,2.155211515145016,0.8,0.0
0.362,280.80565790844656,39.54583976500813,2.1552134946281765,0.8,0.0
0.363,280.80673333433407,39.55050336836108,2.155215436086829,0.8,0.0
0.364,280.80778810810574,39.55507743052964,2.1552173402517454,0.8,0.0
0.365,280.8088226264319,39.55956367070456,2.1552192078396395,0.8,0.0
0.366,280.8098372783612,39.56396377506814,2.1552210395534392,0.8,0.0
0.367,280.81083244546727,39.56827939742793,2.155222836082552,0.8,0.0
0.368,280.81180850199195,39.57251215983841,2.1552245981031226,0.8,0.0
0.369,280.8127658149868,39.57666365321061,2.1552263262782945,0.8,0.0
0.37,280.8137047444509,39.58073543791006,2.155228021258454,0.8,0.0
0.371,280.81462564346685,39.584729044343284,2.1552296836814797,0.8,0.0
0.372,280.8155288583334,39.588645973533,2.155231314172983,0.8,0.0
0.373,280.8164147286961,39.59248769768226,2.155232913346544,0.8,0.0
0.374,280.81728358767515,39.59625566072786,2.1552344818039417,0.8,0.0
0.375,280.8181357619907,39.59995127888298,2.1552360201353853,0.8,0.0
0.376,280.81897157208607,39.603575941169524,2.155237528919733,0.8,0.0
0.377,280.8197913322485,39.60713100994017,2.1552390087247124,0.8,0.0
0.378,280.8205953507271,39.61061782139041,2.1552404601071347,0.8,0.0
0.379,280.8213839298492,39.61403768606082,2.155241883613105,0.8,0.0
0.38,280.8221573661343,39.61739188932955,2.155243279778228,0.8,0.0
0.381,280.8229159504054,39.62068169189552,2.155244649127811,0.8,0.0
0.382,280.8236599678986,39.62390833025222,2.1552459921770613,0.8,0.0
0.383,280.8243896983707,39.627073017152476,2.1552473094312794,0.8,0.0
0.384,280.82510541620405,39.630176942064246,2.1552486013860546,0.8,0.0
0.385,280.82580739051036,39.63322127161771,2.155249868527445,0.8,0.0
0.386,280.82649588523185,39.636207150043745,2.155251111332168,0.8,0.0
0.387,280.82717115924015,39.639135699604005,2.155252330267774,0.8,0.0
0.388,280.8278334664345,39.64200802101271,2.1552535257928263,0.8,0.0
0.389,280.8284830558368,39.64482519385036,2.1552546983570737,0.8,0.0
0.39,280.8291201716854,39.64758827696953,2.155255848401619,0.8,0.0
0.391,280.8297450535273,39.65029830889281,2.1552569763590874,0.8,0.0
0.392,280.8303579363079,39.652956308203166,2.155258082653787,0.8,0.0
0.393,280.8309590504598,39.65556327392676,2.15525916770187,0.8,0.0
0.394,280.8315486219894,39.658120185908466,2.155260231911492,0.8,0.0
0.395,280.83212687256173,39.66062800518012,2.1552612756829603,0.8,0.0
0.396,280.8326940195843,39.66308767432176,2.1552622994088915,0.8,0.0
0.397,280.83325027628854,39.66550011781588,2.1552633034743542,0.8,0.0
0.398,280.8337958518102,39.66786624239492,2.155264288257017,0.8,0.0
0.399,280.83433095126816,39.67018693738203,2.1552652541272903,0.8,0.0
0.4,280.8348557758413,39.6724630750254,2.1552662014484656,0.8,0.0
0.401,280.8353705228445,39.674695510826005,2.155267130576852,0.8,0.0
0.402,280.83587538580286,39.67688508385924,2.1552680418619126,0.8,0.0
0.403,280.83637055452436,39.67903261709024,2.1552689356463923,0.8,0.0
0.404,280.8368562151713,39.68113891768321,2.155269812266452,0.8,0.0
0.405,280.8373325503305,39.68320477730479,2.155270672051791,0.8,0.0
0.406,280.83779973908185,39.685230972421635,2.155271515325774,0.8,0.0
0.40700000000000003,280.8382579570658,39.68721826459223,2.155272342405551,0.8,0.0
0.40800000000000003,280.83870737654945,39.68916740075316,2.155273153602178,0.8,0.0
